[15:30:10] [ServerMain/INFO]: Building unoptimized datafixer
[15:30:11] [ServerMain/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[15:30:12] [ServerMain/INFO]: Loaded 7 recipes
[15:30:13] [Server thread/INFO]: Starting minecraft server version 1.19.3
[15:30:13] [Server thread/INFO]: Loading properties
[15:30:13] [Server thread/INFO]: This server is running Paper version git-Paper-396 (MC: 1.19.3) (Implementing API version 1.19.3-R0.1-SNAPSHOT) (Git: bd77b78)
[15:30:13] [Server thread/INFO]: Server Ping Player Sample Count: 12
[15:30:13] [Server thread/INFO]: Using 4 threads for Netty based IO
[15:30:13] [Server thread/INFO]: [ChunkTaskScheduler] Chunk system is using 1 I/O threads, 3 worker threads, and gen parallelism of 3 threads
[15:30:13] [Server thread/INFO]: Default game type: SURVIVAL
[15:30:13] [Server thread/INFO]: Generating keypair
[15:30:13] [Server thread/INFO]: Starting Minecraft server on *:25565
[15:30:13] [Server thread/INFO]: Using default channel type
[15:30:13] [Server thread/INFO]: Paper: Using Java compression from Velocity.
[15:30:13] [Server thread/INFO]: Paper: Using Java cipher from Velocity.
[15:30:14] [Server thread/INFO]: [GSit] Loading GSit v1.3.7
[15:30:14] [Server thread/INFO]: [Timber] Loading Timber v1.1.0
[15:30:14] [Server thread/INFO]: [floodgate] Loading floodgate v2.2.0-SNAPSHOT (b74-4f36112)
[15:30:15] [Server thread/INFO]: [floodgate] Demorou 391ms para inicializar o Floodgate
[15:30:15] [Server thread/INFO]: [Geyser-Spigot] Loading Geyser-Spigot v2.1.0-SNAPSHOT
[15:30:15] [Server thread/INFO]: [Geyser-Spigot] Carregando extensões...
[15:30:15] [Server thread/INFO]: [Geyser-Spigot] 0 extensão(ões) carregada
[15:30:15] [Server thread/INFO]: Server permissions file permissions.yml is empty, ignoring it
[15:30:15] [Server thread/INFO]: Preparing level "world"
[15:30:16] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[15:30:16] [Server thread/INFO]: Time elapsed: 139 ms
[15:30:16] [Server thread/INFO]: Preparing start region for dimension minecraft:the_nether
[15:30:16] [Server thread/INFO]: Time elapsed: 25 ms
[15:30:16] [Server thread/INFO]: Preparing start region for dimension minecraft:the_end
[15:30:16] [Server thread/INFO]: Time elapsed: 15 ms
[15:30:16] [Server thread/INFO]: [GSit] Enabling GSit v1.3.7
[15:30:16] [Server thread/INFO]: [GSit] The plugin was successfully enabled.
[15:30:17] [Server thread/INFO]: [Timber] Enabling Timber v1.1.0
[15:30:17] [Server thread/INFO]: Timber Log Materials: [ACACIA_LOG, CRIMSON_STEM, WARPED_STEM, OAK_LOG, BIRCH_LOG, SPRUCE_LOG, JUNGLE_LOG, DARK_OAK_LOG]
[15:30:17] [Server thread/INFO]: Timber Axe Materials: [WOODEN_AXE, GOLDEN_AXE, DIAMOND_AXE, STONE_AXE, NETHERITE_AXE, IRON_AXE]
[15:30:17] [Server thread/INFO]: [floodgate] Enabling floodgate v2.2.0-SNAPSHOT (b74-4f36112)
[15:30:17] [Server thread/INFO]: [Geyser-Spigot] Enabling Geyser-Spigot v2.1.0-SNAPSHOT
[15:30:18] [Server thread/INFO]: [Geyser-Spigot] ******************************************
[15:55:42] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:42] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:42] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:43] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:43] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:43] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:43] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:44] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:44] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:49] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:49] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:50] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:50] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:50] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:50] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:51] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:51] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:52] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:52] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:52] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:52] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:53] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:53] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:53] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:53] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:54] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:54] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:54] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:54] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:54] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:54] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:55] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:55] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:55] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:55] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:56] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:56] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:56] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:56] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:57] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:57] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:57] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:57] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:58] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:58] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:58] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:58] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:59] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:59] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:59] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:59] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:55:59] [Server thread/INFO]: NETHERITE_PICKAXE
[15:55:59] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:00] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:00] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:00] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:00] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:01] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:01] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:01] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:01] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:04] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:04] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:05] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:05] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:12] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:12] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:12] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:12] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:12] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:12] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:15] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:15] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:15] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:15] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:16] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:16] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:18] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:18] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:56:58] [Server thread/INFO]: NETHERITE_PICKAXE
[15:56:58] [Server thread/INFO]: DEEPSLATE_BRICKS
[15:58:28] [Server thread/INFO]: DEEPSLATE_TILES
[15:58:28] [Server thread/INFO]: TORCH
[15:58:41] [Server thread/INFO]: NETHERITE_PICKAXE
[15:58:41] [Server thread/INFO]: DEEPSLATE_TILES
[16:00:51] [Server thread/INFO]: NETHERITE_PICKAXE
[16:00:51] [Server thread/INFO]: DEEPSLATE_BRICKS
[16:01:01] [Server thread/INFO]: NETHERITE_PICKAXE
[16:01:01] [Server thread/INFO]: DEEPSLATE_BRICKS
[16:02:24] [Server thread/INFO]: NETHERITE_PICKAXE
[16:02:24] [Server thread/INFO]: DEEPSLATE
[16:02:24] [Server thread/INFO]: NETHERITE_PICKAXE
[16:02:24] [Server thread/INFO]: DEEPSLATE
[16:02:26] [Server thread/INFO]: NETHERITE_PICKAXE
[16:02:26] [Server thread/INFO]: DEEPSLATE
[16:02:28] [Server thread/INFO]: NETHERITE_PICKAXE
[16:02:28] [Server thread/INFO]: COBBLED_DEEPSLATE
[16:02:31] [Server thread/INFO]: NETHERITE_PICKAXE
[16:02:31] [Server thread/INFO]: DEEPSLATE
[16:02:32] [Server thread/INFO]: NETHERITE_PICKAXE
[16:02:32] [Server thread/INFO]: DEEPSLATE
[16:02:48] [Server thread/INFO]: AIR
[16:02:48] [Server thread/INFO]: REDSTONE_WIRE
[16:03:11] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:11] [Server thread/INFO]: POLISHED_DEEPSLATE
[16:03:12] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:12] [Server thread/INFO]: POLISHED_DEEPSLATE
[16:03:13] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:13] [Server thread/INFO]: DEEPSLATE
[16:03:13] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:13] [Server thread/INFO]: DEEPSLATE
[16:03:17] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:17] [Server thread/INFO]: DEEPSLATE
[16:03:17] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:17] [Server thread/INFO]: COBBLED_DEEPSLATE
[16:03:18] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:18] [Server thread/INFO]: DEEPSLATE
[16:03:18] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:18] [Server thread/INFO]: DEEPSLATE
[16:03:19] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:19] [Server thread/INFO]: DEEPSLATE
[16:03:19] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:19] [Server thread/INFO]: DEEPSLATE
[16:03:20] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:20] [Server thread/INFO]: DEEPSLATE
[16:03:20] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:20] [Server thread/INFO]: DEEPSLATE
[16:03:20] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:20] [Server thread/INFO]: DEEPSLATE
[16:03:21] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:21] [Server thread/INFO]: DEEPSLATE
[16:03:21] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:21] [Server thread/INFO]: DEEPSLATE
[16:03:22] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:22] [Server thread/INFO]: DEEPSLATE
[16:03:22] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:22] [Server thread/INFO]: DEEPSLATE
[16:03:23] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:23] [Server thread/INFO]: DEEPSLATE
[16:03:23] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:23] [Server thread/INFO]: DEEPSLATE
[16:03:24] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:24] [Server thread/INFO]: DEEPSLATE
[16:03:24] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:24] [Server thread/INFO]: DEEPSLATE
[16:03:25] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:25] [Server thread/INFO]: DEEPSLATE
[16:03:25] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:25] [Server thread/INFO]: DEEPSLATE
[16:03:25] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:25] [Server thread/INFO]: DEEPSLATE
[16:03:26] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:26] [Server thread/INFO]: DEEPSLATE
[16:03:26] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:26] [Server thread/INFO]: DEEPSLATE
[16:03:27] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:27] [Server thread/INFO]: DEEPSLATE
[16:03:27] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:27] [Server thread/INFO]: DEEPSLATE
[16:03:28] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:28] [Server thread/INFO]: DEEPSLATE
[16:03:28] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:28] [Server thread/INFO]: DEEPSLATE
[16:03:29] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:29] [Server thread/INFO]: DEEPSLATE
[16:03:29] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:29] [Server thread/INFO]: DEEPSLATE
[16:03:30] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:30] [Server thread/INFO]: DEEPSLATE
[16:03:30] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:30] [Server thread/INFO]: DEEPSLATE
[16:03:30] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:30] [Server thread/INFO]: DEEPSLATE
[16:03:31] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:31] [Server thread/INFO]: DEEPSLATE
[16:03:31] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:31] [Server thread/INFO]: DEEPSLATE
[16:03:32] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:32] [Server thread/INFO]: DEEPSLATE
[16:03:32] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:32] [Server thread/INFO]: DEEPSLATE
[16:03:33] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:33] [Server thread/INFO]: DEEPSLATE
[16:03:33] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:33] [Server thread/INFO]: DEEPSLATE
[16:03:34] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:34] [Server thread/INFO]: DEEPSLATE
[16:03:34] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:34] [Server thread/INFO]: DEEPSLATE
[16:03:35] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:35] [Server thread/INFO]: DEEPSLATE
[16:03:35] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:35] [Server thread/INFO]: DEEPSLATE
[16:03:35] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:35] [Server thread/INFO]: DEEPSLATE
[16:03:36] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:36] [Server thread/INFO]: DEEPSLATE
[16:03:36] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:36] [Server thread/INFO]: DEEPSLATE
[16:03:37] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:37] [Server thread/INFO]: DEEPSLATE
[16:03:37] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:37] [Server thread/INFO]: DEEPSLATE
[16:03:38] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:38] [Server thread/INFO]: DEEPSLATE
[16:03:39] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:39] [Server thread/INFO]: DEEPSLATE
[16:03:39] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:39] [Server thread/INFO]: DEEPSLATE
[16:03:39] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:39] [Server thread/INFO]: DEEPSLATE
[16:03:40] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:40] [Server thread/INFO]: DEEPSLATE
[16:03:42] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:42] [Server thread/INFO]: DEEPSLATE
[16:03:42] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:42] [Server thread/INFO]: DEEPSLATE
[16:03:47] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:47] [Server thread/INFO]: DEEPSLATE
[16:03:48] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:48] [Server thread/INFO]: DEEPSLATE
[16:03:49] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:49] [Server thread/INFO]: DEEPSLATE
[16:03:50] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:50] [Server thread/INFO]: DEEPSLATE
[16:03:50] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:50] [Server thread/INFO]: DEEPSLATE
[16:03:51] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:51] [Server thread/INFO]: DEEPSLATE
[16:03:51] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:51] [Server thread/INFO]: DEEPSLATE
[16:03:52] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:52] [Server thread/INFO]: DEEPSLATE
[16:03:52] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:52] [Server thread/INFO]: DEEPSLATE
[16:03:53] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:53] [Server thread/INFO]: DEEPSLATE
[16:03:53] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:53] [Server thread/INFO]: DEEPSLATE
[16:03:54] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:54] [Server thread/INFO]: DEEPSLATE
[16:03:54] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:54] [Server thread/INFO]: DEEPSLATE
[16:03:54] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:54] [Server thread/INFO]: DEEPSLATE
[16:03:55] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:55] [Server thread/INFO]: DEEPSLATE
[16:03:55] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:55] [Server thread/INFO]: DEEPSLATE
[16:03:56] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:56] [Server thread/INFO]: DEEPSLATE
[16:03:56] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:56] [Server thread/INFO]: DEEPSLATE
[16:03:57] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:57] [Server thread/INFO]: DEEPSLATE
[16:03:57] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:57] [Server thread/INFO]: DEEPSLATE
[16:03:58] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:58] [Server thread/INFO]: DEEPSLATE
[16:03:58] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:58] [Server thread/INFO]: DEEPSLATE
[16:03:59] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:59] [Server thread/INFO]: DEEPSLATE
[16:03:59] [Server thread/INFO]: NETHERITE_PICKAXE
[16:03:59] [Server thread/INFO]: DEEPSLATE
[16:04:00] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:00] [Server thread/INFO]: DEEPSLATE
[16:04:00] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:00] [Server thread/INFO]: DEEPSLATE
[16:04:01] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:01] [Server thread/INFO]: DEEPSLATE
[16:04:01] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:01] [Server thread/INFO]: DEEPSLATE
[16:04:02] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:02] [Server thread/INFO]: DEEPSLATE
[16:04:02] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:02] [Server thread/INFO]: DEEPSLATE
[16:04:02] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:02] [Server thread/INFO]: DEEPSLATE
[16:04:03] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:03] [Server thread/INFO]: DEEPSLATE
[16:04:03] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:03] [Server thread/INFO]: DEEPSLATE
[16:04:04] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:04] [Server thread/INFO]: DEEPSLATE
[16:04:04] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:04] [Server thread/INFO]: DEEPSLATE
[16:04:05] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:05] [Server thread/INFO]: DEEPSLATE
[16:04:05] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:05] [Server thread/INFO]: DEEPSLATE
[16:04:06] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:06] [Server thread/INFO]: DEEPSLATE
[16:04:06] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:06] [Server thread/INFO]: DEEPSLATE
[16:04:06] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:06] [Server thread/INFO]: DEEPSLATE
[16:04:07] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:07] [Server thread/INFO]: DEEPSLATE
[16:04:07] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:07] [Server thread/INFO]: DEEPSLATE
[16:04:08] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:08] [Server thread/INFO]: DEEPSLATE
[16:04:08] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:08] [Server thread/INFO]: DEEPSLATE
[16:04:09] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:09] [Server thread/INFO]: DEEPSLATE
[16:04:09] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:09] [Server thread/INFO]: DEEPSLATE
[16:04:10] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:10] [Server thread/INFO]: DEEPSLATE
[16:04:10] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:10] [Server thread/INFO]: DEEPSLATE
[16:04:11] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:11] [Server thread/INFO]: DEEPSLATE
[16:04:11] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:11] [Server thread/INFO]: DEEPSLATE
[16:04:11] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:11] [Server thread/INFO]: DEEPSLATE
[16:04:12] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:12] [Server thread/INFO]: DEEPSLATE
[16:04:12] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:12] [Server thread/INFO]: DEEPSLATE
[16:04:13] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:13] [Server thread/INFO]: DEEPSLATE
[16:04:13] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:13] [Server thread/INFO]: DEEPSLATE
[16:04:14] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:14] [Server thread/INFO]: DEEPSLATE
[16:04:14] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:14] [Server thread/INFO]: DEEPSLATE
[16:04:15] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:15] [Server thread/INFO]: DEEPSLATE
[16:04:15] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:15] [Server thread/INFO]: DEEPSLATE
[16:04:16] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:16] [Server thread/INFO]: DEEPSLATE
[16:04:16] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:16] [Server thread/INFO]: DEEPSLATE
[16:04:16] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:16] [Server thread/INFO]: DEEPSLATE
[16:04:17] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:17] [Server thread/INFO]: DEEPSLATE
[16:04:17] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:17] [Server thread/INFO]: DEEPSLATE
[16:04:18] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:18] [Server thread/INFO]: DEEPSLATE
[16:04:18] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:18] [Server thread/INFO]: DEEPSLATE
[16:04:19] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:19] [Server thread/INFO]: DEEPSLATE
[16:04:19] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:19] [Server thread/INFO]: DEEPSLATE
[16:04:20] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:20] [Server thread/INFO]: DEEPSLATE
[16:04:20] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:20] [Server thread/INFO]: DEEPSLATE
[16:04:21] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:21] [Server thread/INFO]: DEEPSLATE
[16:04:21] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:21] [Server thread/INFO]: DEEPSLATE
[16:04:21] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:21] [Server thread/INFO]: DEEPSLATE
[16:04:22] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:22] [Server thread/INFO]: DEEPSLATE
[16:04:22] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:22] [Server thread/INFO]: DEEPSLATE
[16:04:23] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:23] [Server thread/INFO]: DEEPSLATE
[16:04:23] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:23] [Server thread/INFO]: DEEPSLATE
[16:04:24] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:24] [Server thread/INFO]: DEEPSLATE
[16:04:25] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:25] [Server thread/INFO]: DEEPSLATE
[16:04:49] [Server thread/INFO]: NETHERITE_PICKAXE
[16:04:49] [Server thread/INFO]: POLISHED_DEEPSLATE
[16:05:08] [Server thread/INFO]: NETHERITE_PICKAXE
[16:05:08] [Server thread/INFO]: POLISHED_DEEPSLATE
[16:06:28] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:28] [Server thread/INFO]: DEEPSLATE
[16:06:29] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:29] [Server thread/INFO]: DEEPSLATE
[16:06:29] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:29] [Server thread/INFO]: DEEPSLATE
[16:06:30] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:30] [Server thread/INFO]: DEEPSLATE
[16:06:30] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:30] [Server thread/INFO]: DEEPSLATE
[16:06:30] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:30] [Server thread/INFO]: DEEPSLATE
[16:06:31] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:31] [Server thread/INFO]: COBBLED_DEEPSLATE
[16:06:31] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:31] [Server thread/INFO]: COBBLED_DEEPSLATE
[16:06:32] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:32] [Server thread/INFO]: DEEPSLATE
[16:06:32] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:32] [Server thread/INFO]: COBBLED_DEEPSLATE
[16:06:33] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:33] [Server thread/INFO]: DEEPSLATE
[16:06:33] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:33] [Server thread/INFO]: COBBLED_DEEPSLATE
[16:06:34] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:34] [Server thread/INFO]: COBBLED_DEEPSLATE
[16:06:34] [Server thread/INFO]: NETHERITE_PICKAXE
[16:06:34] [Server thread/INFO]: COBBLED_DEEPSLATE
